EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases
pollux_TRA.rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.pollux.sh,18,20819,6781,2761,54,1102,847,21,32364,43200,2374984,5007,205,2867,1373,22,3,2427661
bfc_TRA.rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.bfc.sh,18,4803,7086,19948,9,520,2,0,32368,10633,2378057,37766,23,1119,4,0,0,2427602
bless_TRA.rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.bless.sh,18,22832,7778,1172,4,528,54,1792,32368,44729,2335837,1900,64,2520,572,40343,1729,2427694
coral_TRA.rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.coral.sh,18,18713,6740,5010,7,439,1459,22,32368,37701,2377574,10700,16,1574,2356,20,5,2429946
fiona_TRA.rep.seq_sim_rl_75_cov_4_1_405000.corrected.fastq.gz,run.fiona.sh,18,8561,7152,16127,77,379,72,43,32368,26389,2378323,21902,128,753,121,43,3,2427662
lighter_TRA.rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.lighter.sh,18,0,7160,25208,0,0,0,0,32368,0,2379178,48422,0,0,0,0,0,2427600
musket_TRA.rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.musket.sh,18,23621,7034,1036,24,653,0,0,32368,46765,2377698,1620,37,1480,0,0,0,2427600
racer_TRA.rep.seq_sim_rl_75_cov_4_1_405000.corrected.fastq.gz,run.racer.sh,18,12836,7141,11615,4,678,94,27,32368,31890,2375124,16437,92,3564,848,148,3,2428106
reckoner_TRA.rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.reckoner.sh,18,11490,7137,13396,29,260,56,18,32368,26013,2377376,22332,72,1576,388,76,5,2427838
sga_TRA.rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.sga.sh,18,8054,7148,16878,11,272,5,1,32368,19881,2378455,28499,42,717,12,1,0,2427607
racer_TRA.rep.seq_sim_rl_100_cov_16_1_405000.corrected.fastq.gz,run.racer.sh,18,9018,4544,18606,15,1161,182,35,33526,36691,3278430,30232,140,6181,1670,208,1,3353553
bfc_rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.bfc.sh,18,2604,8041,25499,9,296,0,0,36449,5949,2678594,48453,16,663,0,0,0,2733675
pollux_rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.pollux.sh,18,12925,5850,7178,194,7931,3296,85,37374,39207,2720900,15691,1106,21479,5762,130,11,2804286
bfc_rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.bfc.sh,18,497,8058,28643,3,177,0,0,37378,1504,2746971,54502,8,365,0,0,0,2803350
bless_rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.bless.sh,18,21289,9296,5300,18,1335,140,5412,37378,42058,2611233,7681,164,5296,1388,129671,6111,2803602
coral_rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.coral.sh,18,17736,7914,10843,12,551,322,16,37378,33741,2746638,22246,18,690,333,7,9,2803682
fiona_rep.seq_sim_rl_75_cov_4_1_405000.corrected.fastq.gz,run.fiona.sh,18,10088,8043,15841,701,2575,130,59,37378,33376,2743203,21652,981,3985,175,56,5,2803433
lighter_rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.lighter.sh,18,0,8068,29310,0,0,0,0,37378,0,2747336,56014,0,0,0,0,0,2803350
musket_rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.musket.sh,18,22167,7789,5164,248,2010,0,0,37378,48554,2743438,7108,352,3898,0,0,0,2803350
racer_rep.seq_sim_rl_75_cov_4_1_405000.corrected.fastq.gz,run.racer.sh,18,11960,8031,12614,35,4364,374,111,37378,34152,2727498,21427,419,18148,2970,469,16,2805099
reckoner_rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.reckoner.sh,18,9078,8036,18106,142,1857,159,53,37378,22493,2738998,33165,352,7518,1397,268,6,2804197
sga_rep.seq_sim_rl_75_cov_4_1_18.corrected.fastq.gz,run.sga.sh,18,3586,8052,24309,58,1359,14,3,37378,13183,2744584,42696,134,2717,66,6,1,2803387
racer_TRA.rep.seq_sim_rl_50_cov_4_1_405000.corrected.fastq,run.racer.sh,18,13462,14714,12021,10,640,88,36,40935,26007,2002170,15101,69,3086,502,139,2,2047076
lighter_TRA.rep.seq_sim_rl_100_cov_8_1_18.corrected.fastq.gz,run.lighter.sh,18,0,5524,35728,0,0,0,0,41252,0,4042474,82726,0,0,0,0,0,4125200
pollux_rep.seq_sim_rl_100_cov_16_1_18.corrected.fastq.gz,run.pollux.sh,18,28530,5004,4241,98,2372,1231,39,41476,74458,4056177,8326,370,6783,2200,51,3,4148368
musket_rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.musket.sh,18,26483,15910,1751,64,874,0,0,45082,41700,2207013,3629,101,1657,0,0,0,2254100
sga_TRA.rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.sga.sh,18,10758,16514,18348,10,275,16,10,45921,20233,2248952,26078,23,726,53,24,0,2296089
pollux_TRA.rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.pollux.sh,18,25385,16647,3982,88,1213,995,50,48310,41544,2362920,6919,220,2768,1483,78,4,2415936
pollux_TRA.rep.seq_sim_rl_100_cov_8_1_18.corrected.fastq.gz,run.pollux.sh,18,33454,6080,5272,115,2222,1189,48,48332,86335,4729651,10119,408,5183,1943,67,6,4833712
bfc_TRA.rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.bfc.sh,18,9771,16976,20264,37,1285,1,1,48334,17442,2365037,31198,96,2926,1,1,0,2416701
bless_TRA.rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.bless.sh,18,27361,18076,2055,13,768,61,3061,48334,43227,2328336,3361,80,3491,286,36021,2068,2416870
musket_TRA.rep.seq_sim_rl_100_cov_8_1_18.corrected.fastq.gz,run.musket.sh,18,23271,6387,18084,67,524,1,1,48334,65097,4735589,31675,94,944,1,1,0,4833401
coral_TRA.rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.coral.sh,18,11570,17174,18989,14,276,311,24,48334,17410,2367614,31300,18,327,319,16,8,2417012
racer_TRA.rep.seq_sim_rl_100_cov_8_1_405000.corrected.fastq.gz,run.racer.sh,18,17831,6419,22393,13,1427,251,64,48334,61061,4727296,35603,194,7773,2691,290,8,4834916
fiona_TRA.rep.seq_sim_rl_50_cov_4_1_405000.corrected.fastq.gz,run.fiona.sh,18,10964,17321,19379,52,517,101,64,48334,24775,2366858,23831,125,983,160,61,5,2416798
reckoner_TRA.rep.seq_sim_rl_100_cov_8_1_18.corrected.fastq.gz,run.reckoner.sh,18,12071,6428,29166,86,496,87,37,48334,40105,4733133,56607,150,2942,750,179,4,4833870
lighter_TRA.rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.lighter.sh,18,0,17333,31001,0,0,0,0,48334,0,2367964,48736,0,0,0,0,0,2416700
sga_TRA.rep.seq_sim_rl_100_cov_8_1_18.corrected.fastq.gz,run.sga.sh,18,6397,6431,35057,20,423,6,2,48334,25761,4735542,71053,52,976,28,4,0,4833416
reckoner_TRA.rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.reckoner.sh,18,15487,17291,15134,70,293,59,27,48334,27002,2366232,21606,122,1547,289,93,6,2416897
bless_TRA.rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.bless.sh,18,21192,12384,16323,7,381,36,7311,50323,44283,3534216,22754,40,1499,289,163063,8171,3774315
pollux_TRA.rep.seq_sim_rl_100_cov_16_1_18.corrected.fastq.gz,run.pollux.sh,18,38445,6993,5880,113,2194,1249,55,54874,98080,5370369,11250,466,5645,2037,70,6,5487923
pollux_rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.pollux.sh,18,19399,15739,6941,230,9411,4220,98,55940,40863,2715006,14045,1055,21621,6179,126,6,2798901
pollux_rep.seq_sim_rl_100_cov_8_1_18.corrected.fastq.gz,run.pollux.sh,18,16376,5251,16879,278,13058,4126,97,55968,69747,5443497,40924,1748,34960,7330,170,9,5598385
lighter_rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.lighter.sh,18,0,20376,35594,0,0,0,0,55970,0,2742479,56021,0,0,0,0,0,2798500
musket_rep.seq_sim_rl_100_cov_8_1_18.corrected.fastq.gz,run.musket.sh,18,35848,7120,9086,537,3378,1,0,55970,98746,5477553,12910,765,7023,6,0,0,5597003
racer_rep.seq_sim_rl_100_cov_8_1_405000.corrected.fastq.gz,run.racer.sh,18,13963,7357,25721,71,8107,751,183,55970,62924,5443766,48625,848,36848,7128,927,24,5601090
reckoner_rep.seq_sim_rl_100_cov_8_1_18.corrected.fastq.gz,run.reckoner.sh,18,6559,7365,38044,231,3412,359,128,55970,31302,5466655,80511,593,15734,3706,746,15,5599262
reckoner_rep.seq_sim_rl_50_cov_4_1_18.corrected.fastq.gz,run.reckoner.sh,18,13128,20324,20183,158,2037,140,56,55970,24306,2735231,31383,329,6714,877,217,3,2799060
sga_rep.seq_sim_rl_100_cov_8_1_18.corrected.fastq.gz,run.sga.sh,18,1656,7368,45263,67,1606,10,7,55970,15093,5481595,97155,171,2966,26,13,2,5597021
reckoner_TRA.rep.seq_sim_rl_50_cov_16_1_18.corrected.fastq.gz,run.reckoner.sh,18,7837,20867,28039,43,362,47,23,57195,19455,2800730,37707,92,1574,288,98,5,2859949
bfc_TRA.rep.seq_sim_rl_75_cov_16_1_18.corrected.fastq.gz,run.bfc.sh,18,1871,13100,44793,1,115,0,0,59880,4191,4400884,85733,2,190,0,0,0,4491000
racer_rep.seq_sim_rl_100_cov_16_1_405000.corrected.fastq.gz,run.racer.sh,18,17743,8324,34535,15,2006,215,66,62838,70433,6147802,55293,192,8852,2117,367,7,6285063
pollux_TRA.rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.pollux.sh,18,41543,13533,5397,127,2190,1646,67,64436,86518,4728564,9285,451,5606,2854,96,2,4833376
coral_TRA.rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.coral.sh,18,28481,13868,20059,28,1039,965,62,64440,65697,4735229,30493,45,1440,992,42,23,4833961
fiona_TRA.rep.seq_sim_rl_75_cov_8_1_405000.corrected.fastq.gz,run.fiona.sh,18,20470,14202,26148,2443,994,183,110,64440,59412,4734434,34033,2803,2027,297,117,10,4833133
lighter_TRA.rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.lighter.sh,18,0,14211,50229,0,0,0,0,64440,0,4736742,96258,0,0,0,0,0,4833000
musket_TRA.rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.musket.sh,18,29264,14146,20432,60,538,0,0,64440,65451,4735790,30724,83,952,0,0,0,4833000
racer_TRA.rep.seq_sim_rl_75_cov_8_1_405000.corrected.fastq.gz,run.racer.sh,18,22387,14189,26203,17,1487,157,47,64440,58966,4729255,37125,162,6630,1464,272,5,4833879
reckoner_TRA.rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.reckoner.sh,18,16457,14198,33025,75,606,79,31,64440,42097,4733491,54011,146,2916,559,120,4,4833344
sga_TRA.rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.sga.sh,18,9373,14207,40289,20,549,2,0,64440,27803,4735460,68395,60,1280,4,0,0,4833002
fiona_rep.seq_sim_rl_100_cov_16_1_405000.corrected.fastq.gz,run.fiona.sh,18,17673,8874,35029,4724,905,179,120,67384,77444,6601220,52161,5532,1740,307,124,9,6738537
reckoner_rep.seq_sim_rl_100_cov_16_1_18.corrected.fastq.gz,run.reckoner.sh,18,10151,9051,48259,90,763,211,62,68525,43365,6708000,93777,231,5927,2184,241,7,6853732
bfc_rep.seq_sim_rl_75_cov_16_1_18.corrected.fastq.gz,run.bfc.sh,18,1747,15000,52102,4,143,0,0,68996,4114,5070748,99560,12,266,0,0,0,5174700
pollux_rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.pollux.sh,18,25546,12010,15414,396,15143,5979,164,74488,77786,5422834,32463,2059,42739,11034,246,10,5589171
coral_rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.coral.sh,18,32163,16043,24574,20,1049,643,42,74492,63189,5472959,49073,39,1602,665,22,20,5587569
fiona_rep.seq_sim_rl_75_cov_8_1_405000.corrected.fastq.gz,run.fiona.sh,18,17396,16194,31606,3768,5235,293,115,74492,63864,5465857,43483,4962,8370,432,122,9,5587099
lighter_rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.lighter.sh,18,0,16219,58273,0,0,0,0,74492,0,5474582,112318,0,0,0,0,0,5586900
musket_rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.musket.sh,18,42519,15782,11792,541,3857,1,0,74492,95383,5467053,16158,777,7528,2,0,0,5586901
racer_rep.seq_sim_rl_75_cov_8_1_405000.corrected.fastq.gz,run.racer.sh,18,17864,16188,31186,72,8557,625,168,74492,59807,5438132,51708,784,33603,5007,770,19,5589830
reckoner_rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.reckoner.sh,18,9685,16205,44143,257,3753,449,175,74492,32928,5455897,78731,637,16296,3892,955,22,5589358
sga_rep.seq_sim_rl_75_cov_8_1_18.corrected.fastq.gz,run.sga.sh,18,2823,16214,53465,91,1877,22,8,74492,16574,5470946,95554,189,3592,76,15,1,5586947
sga_rep.seq_sim_rl_100_cov_16_1_18.corrected.fastq.gz,run.sga.sh,18,4648,10193,61531,24,623,7,3,77026,26622,7546694,127702,84,1485,19,7,0,7702613
coral_TRA.rep.seq_sim_rl_100_cov_16_1_18.corrected.fastq.gz,run.coral.sh,18,35095,10483,31848,31,1509,1326,50,80292,111070,7866117,49708,55,2088,1515,45,11,8030609
bfc_rep.seq_sim_rl_100_cov_16_1_18.corrected.fastq.gz,run.bfc.sh,18,1036,10757,69781,2,79,0,0,81655,2989,8001588,160808,3,112,0,0,0,8165500
musket_TRA.rep.seq_sim_rl_100_cov_16_1_18.corrected.fastq.gz,run.musket.sh,18,43134,12365,36670,165,951,1,1,93286,119981,9140057,66610,221,1730,1,1,0,9328601
pollux_TRA.rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.pollux.sh,18,50550,33832,7256,163,2635,2154,114,96590,83687,4722985,12301,524,7419,3472,158,7,4830553
bfc_TRA.rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.bfc.sh,18,13424,34750,46570,40,1824,2,0,96610,24439,4730469,72034,98,3458,4,0,0,4830502
bless_TRA.rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.bless.sh,18,31472,36302,28220,3,581,32,7090,96610,55250,4664778,36358,42,2215,145,66882,4921,4830591
coral_TRA.rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.coral.sh,18,16888,35080,43279,7,694,662,40,96610,32689,4733189,63863,8,712,670,31,10,4831172
fiona_TRA.rep.seq_sim_rl_50_cov_8_1_405000.corrected.fastq.gz,run.fiona.sh,18,26520,35261,31672,1522,1364,271,158,96610,57996,4730744,36811,1762,2847,415,178,2,4830755
lighter_TRA.rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.lighter.sh,18,0,35289,61321,0,0,0,0,96610,0,4733929,96571,0,0,0,0,0,4830500
bless_TRA.rep.seq_sim_rl_100_cov_16_1_18.corrected.fastq.gz,run.bless.sh,18,41646,15450,38638,6,805,65,15829,96610,106501,8950323,63224,79,3165,508,513691,23678,9661169
musket_TRA.rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.musket.sh,18,34008,35193,26794,66,549,0,0,96610,60134,4733047,36345,92,882,0,0,0,4830500
racer_TRA.rep.seq_sim_rl_50_cov_8_1_405000.corrected.fastq.gz,run.racer.sh,18,27751,35241,31684,19,1768,147,57,96610,56656,4725980,39739,174,7387,912,229,2,4831079
lighter_TRA.rep.seq_sim_rl_100_cov_16_1_18.corrected.fastq.gz,run.lighter.sh,18,0,12777,83833,0,0,0,0,96610,0,9467518,193482,0,0,0,0,0,9661000
reckoner_TRA.rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.reckoner.sh,18,22797,35263,37732,85,644,89,38,96610,44656,4730625,51750,164,3012,476,120,1,4830804
sga_TRA.rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.sga.sh,18,14640,35281,46018,22,634,15,3,96610,31377,4732425,65130,64,1471,59,10,0,4830536
bfc_TRA.rep.seq_sim_rl_100_cov_64_1_18.corrected.fastq.gz,run.bfc.sh,18,0,14385,93854,0,0,0,0,108239,0,10607394,216506,0,0,0,0,0,10823900
pollux_rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.pollux.sh,18,38775,31182,13502,545,19369,8507,215,111880,82966,5426129,26497,2283,45935,13572,303,18,5597703
lighter_rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.lighter.sh,18,0,40714,71212,0,0,0,0,111926,0,5484424,111876,0,0,0,0,0,5596300
musket_rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.musket.sh,18,46577,40245,20357,506,4240,1,1,111926,83150,5477875,28040,686,6548,1,1,0,5596301
racer_rep.seq_sim_rl_50_cov_8_1_405000.corrected.fastq.gz,run.racer.sh,18,22073,40673,38867,94,9705,514,179,111926,54788,5450155,56347,724,32313,3291,684,17,5598319
reckoner_rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.reckoner.sh,18,15181,40692,51031,317,4361,344,138,111926,35518,5468859,75686,654,14254,2151,512,18,5597652
bless_rep.seq_sim_rl_100_cov_16_1_18.corrected.fastq.gz,run.bless.sh,18,39183,22079,46727,69,3697,171,34258,111926,102466,9768932,70511,334,10045,1448,1188340,50964,11193040
sga_rep.seq_sim_rl_50_cov_8_1_18.corrected.fastq.gz,run.sga.sh,18,5762,40705,62737,80,2599,43,17,111926,20407,5479394,91271,194,4939,155,40,4,5596404
lighter_rep.seq_sim_rl_100_cov_16_1_18.corrected.fastq.gz,run.lighter.sh,18,66,14723,96197,51,889,0,0,111926,3606,10967318,220615,54,1007,0,0,0,11192600
coral_TRA.rep.seq_sim_rl_75_cov_64_1_18.corrected.fastq,run.coral.sh,18,21552,25088,65326,18,1418,1987,92,115389,93873,8479420,78764,38,1925,2141,78,22,8656261
coral_TRA.rep.seq_sim_rl_100_cov_64_1_18.corrected.fastq.gz,run.coral.sh,18,31833,16780,74969,39,2000,3030,79,128651,153612,12604376,103672,67,3097,3177,47,36,12868084
pollux_TRA.rep.seq_sim_rl_75_cov_16_1_18.corrected.fastq.gz,run.pollux.sh,18,83787,26726,10551,244,4507,3119,155,128934,175401,9458602,17371,932,13192,5547,229,14,9671288
bless_TRA.rep.seq_sim_rl_75_cov_16_1_18.corrected.fastq.gz,run.bless.sh,18,52054,31171,44569,12,1034,96,14718,128936,111388,9132893,64185,113,4203,791,338792,18025,9670390
coral_TRA.rep.seq_sim_rl_75_cov_16_1_18.corrected.fastq.gz,run.coral.sh,18,47827,27669,50277,38,1414,1711,92,128936,122885,9474366,70721,67,2005,1825,54,39,9671962
fiona_TRA.rep.seq_sim_rl_75_cov_16_1_405000.corrected.fastq.gz,run.fiona.sh,18,32672,28060,59238,6619,1930,417,230,128936,108643,9471881,77401,7655,3950,689,247,12,9670478
lighter_TRA.rep.seq_sim_rl_75_cov_16_1_18.corrected.fastq.gz,run.lighter.sh,18,0,28081,100855,0,0,0,0,128936,0,9476489,193711,0,0,0,0,0,9670200
musket_TRA.rep.seq_sim_rl_75_cov_16_1_18.corrected.fastq.gz,run.musket.sh,18,55202,27967,44589,155,1022,1,1,128936,123266,9474678,70248,197,1810,1,1,0,9670201
racer_TRA.rep.seq_sim_rl_75_cov_16_1_405000.corrected.fastq.gz,run.racer.sh,18,35123,28065,62114,28,3232,374,119,128936,105418,9460107,87919,356,14377,3395,680,18,9672270
reckoner_TRA.rep.seq_sim_rl_75_cov_16_1_18.corrected.fastq.gz,run.reckoner.sh,18,19152,28074,80121,143,1206,240,95,128936,62887,9468511,130525,287,6841,1888,416,12,9671367
sga_TRA.rep.seq_sim_rl_75_cov_16_1_18.corrected.fastq.gz,run.sga.sh,18,8475,28079,91435,43,886,18,12,128936,35289,9474290,158299,121,2156,59,29,2,9670245
reckoner_rep.seq_sim_rl_50_cov_16_1_18.corrected.fastq.gz,run.reckoner.sh,18,21145,49482,64136,109,984,122,56,135978,49180,6658098,86648,237,4265,741,206,8,6799383
racer_TRA.rep.seq_sim_rl_50_cov_16_1_405000.corrected.fastq.gz,run.racer.sh,18,36660,60826,66196,29,3150,238,84,167099,84813,8174424,82135,318,12358,1511,313,10,8355882
pollux_TRA.rep.seq_sim_rl_50_cov_16_1_18.corrected.fastq.gz,run.pollux.sh,18,102569,67747,13921,356,4825,4018,240,193436,170334,9460152,22100,1131,13331,6298,346,17,9673709
bfc_TRA.rep.seq_sim_rl_50_cov_16_1_18.corrected.fastq.gz,run.bfc.sh,18,13345,69963,108481,37,1626,0,0,193452,25301,9476302,168229,81,2687,0,0,0,9672600
bless_TRA.rep.seq_sim_rl_50_cov_16_1_18.corrected.fastq.gz,run.bless.sh,18,65066,72475,54533,11,1263,104,12182,193452,114535,9356642,70066,122,4939,556,117129,8888,9672877
coral_TRA.rep.seq_sim_rl_50_cov_16_1_18.corrected.fastq.gz,run.coral.sh,18,23837,70244,97253,14,1030,1074,68,193452,59152,9477825,134417,18,1098,1097,46,24,9673677
fiona_TRA.rep.seq_sim_rl_50_cov_16_1_405000.corrected.fastq.gz,run.fiona.sh,18,43699,70340,70635,5662,2595,521,319,193452,105515,9472783,81600,6476,5519,786,324,24,9673027
lighter_TRA.rep.seq_sim_rl_50_cov_16_1_18.corrected.fastq.gz,run.lighter.sh,18,0,70353,123099,0,0,0,0,193452,0,9478989,193611,0,0,0,0,0,9672600
musket_TRA.rep.seq_sim_rl_50_cov_16_1_18.corrected.fastq.gz,run.musket.sh,18,68392,70151,53632,161,1115,1,0,193452,119866,9477177,73532,213,1812,1,0,0,9672601
sga_TRA.rep.seq_sim_rl_50_cov_16_1_18.corrected.fastq.gz,run.sga.sh,18,14773,70351,107130,37,1137,24,10,193452,42534,9476371,150979,95,2552,102,35,3,9672671
pollux_rep.seq_sim_rl_50_cov_16_1_18.corrected.fastq.gz,run.pollux.sh,18,78002,62548,27475,1040,38335,16054,476,223454,167903,10834286,51360,4551,95005,26479,768,44,11180396
fiona_rep.seq_sim_rl_50_cov_16_1_405000.corrected.fastq.gz,run.fiona.sh,18,29950,81057,94237,6658,10762,832,335,223496,101343,10930886,114013,8569,19020,1165,346,24,11175366
lighter_rep.seq_sim_rl_50_cov_16_1_18.corrected.fastq.gz,run.lighter.sh,18,434,81089,140096,152,1725,0,0,223496,7735,10948880,216051,163,1971,0,0,0,11174800
musket_rep.seq_sim_rl_50_cov_16_1_18.corrected.fastq.gz,run.musket.sh,18,67799,80700,66674,743,7579,1,1,223496,132972,10940481,89876,1101,10369,1,1,0,11174801
sga_rep.seq_sim_rl_50_cov_16_1_18.corrected.fastq.gz,run.sga.sh,18,4171,81088,134889,94,3207,47,20,223496,28349,10944562,195382,217,6187,161,53,1,11174912
coral_rep.seq_sim_rl_100_cov_64_1_18.corrected.fastq.gz,run.coral.sh,18,65916,33595,150977,76,4205,2933,178,257702,318697,25247385,197614,138,5918,3219,138,58,25773167
bfc_rep.seq_sim_rl_100_cov_64_1_18.corrected.fastq.gz,run.bfc.sh,18,182,36615,241459,1,20,0,0,278277,537,27269972,557162,2,27,0,0,0,27827700
bless_rep.seq_sim_rl_100_cov_64_1_18.corrected.fastq.gz,run.bless.sh,18,108218,57879,193395,23,2462,129,68434,362106,298469,33211901,322774,244,7527,1049,2264948,104054,36210966
bfc_rep.seq_sim_rl_75_cov_64_1_18.corrected.fastq.gz,run.bfc.sh,18,428,111531,396122,2,43,0,0,508126,1038,37347838,760486,3,85,0,0,0,38109450
bless_TRA.rep.seq_sim_rl_75_cov_64_1_18.corrected.fastq.gz,run.bless.sh,18,155004,125634,231092,44,3527,253,66613,515554,353180,36275481,334872,334,11667,1990,1605330,84171,38667025
bless_rep.seq_sim_rl_75_cov_64_1_18.corrected.fastq.gz,run.bless.sh,18,68357,158819,347574,388,20014,1110,137316,596262,205522,40232029,520594,1575,47246,9519,3536626,167833,44720944
bfc_TRA.rep.seq_sim_rl_50_cov_64_1_18.corrected.fastq.gz,run.bfc.sh,18,3052,281203,488825,24,466,0,0,773570,10043,37904649,762963,38,807,0,0,0,38678500
bfc_TRA.rep.seq_sim_rl_100_cov_128_1_18.corrected.fastq.gz,run.bfc.sh,18,136,102537,670883,0,14,0,0,773570,409,75809305,1547270,0,16,0,0,0,77357000
